run_id,livello,tbt,height,height_conferma,epoca,tipo,nodo_mittente,indirizzo_mittente,nodo_destinatario,indirizzo_destinatario,importo_gas,saldo_mittente_dopo,fonte_saldo_mittente,saldo_destinatario_dopo,fonte_saldo_destinatario,note,saldo_mittente_prima
run6-tbt-10s/nazionale,nazionale,10,6,,1,init,admin,,c1,1X5DjPHNjPb5F6m7k3sSLXoM1cXpWr757mFQFG,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.8042,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,6,,1,init,admin,,c2,1KmFjetZA2woQhA18vwjLx8qSiP9fNPvWXAKcr,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.804,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,6,,1,init,admin,,c3,16k5rJxPg62z85YQWPC6HSaKHB9RVrbTpG5ypu,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.8044,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,6,,1,init,admin,,c4,1Qbp4mhgC4y9cwQVVfC8HmUAzTqT86ASRHs5Ft,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.8044,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,6,,1,init,admin,,c5,1WiCTwLutLae23jdo7asD93kFXjyvok1eFZsFf,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.804,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,6,,1,init,admin,,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,50.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),4.3493,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,6,,1,init,admin,,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,50.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),21.1106,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,6,,1,init,admin,,m3,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,50.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),41.4895,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,6,,1,init,admin,,ca,,50.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),49.3564,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,34,,1,refill,admin,,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),4.3493,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,101,,2,refill,admin,,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),7.1482,campione a height=101,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,101,,2,refill,admin,,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),10.7945,campione a height=101,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,201,,3,refill,admin,,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),7.8368,campione a height=201,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,302,,4,refill,admin,,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),8.3622,campione a height=302,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,402,,5,refill,admin,,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),8.5817,campione a height=402,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,402,,5,refill,admin,,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),12.5288,campione a height=402,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,502,,6,refill,admin,,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),8.6968,campione a height=502,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,502,,6,refill,admin,,m3,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),18.9948,campione a height=502,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,601,,7,refill,admin,,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),7.9473,campione a height=601,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run6-tbt-10s/nazionale,nazionale,10,34,35,1,reconcile,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,treasury,18QrmhtdHAfw8gknT5hxBStfGY63AhuQZCSDcg,28.7336,21.1558,"getbalance del miner stesso subito prima dell'invio, meno sent",,non_disponibile (il treasury e' letto solo a fine run),"il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita); epoca registrata dall'harness = 1, epoca di conferma usata qui = 1",49.8894
run6-tbt-10s/nazionale,nazionale,10,34,35,1,reconcile,m1,1VLpfZJuzKm3UcPtfYMsf5T37jtkxjR3ZhRF3w,treasury,18QrmhtdHAfw8gknT5hxBStfGY63AhuQZCSDcg,45.4947,4.3945,"getbalance del miner stesso subito prima dell'invio, meno sent",,non_disponibile (il treasury e' letto solo a fine run),"il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita); epoca registrata dall'harness = 1, epoca di conferma usata qui = 1",49.8892
run6-tbt-10s/nazionale,nazionale,10,34,35,1,reconcile,m3,1CsyzTjErfmoC3PFDMJbGZZqJu6EUYCh2wKkBq,treasury,18QrmhtdHAfw8gknT5hxBStfGY63AhuQZCSDcg,9.8837,41.5347,"getbalance del miner stesso subito prima dell'invio, meno sent",,non_disponibile (il treasury e' letto solo a fine run),"il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita); epoca registrata dall'harness = 1, epoca di conferma usata qui = 1",51.4184
run6-tbt-10s/nazionale,nazionale,10,100,101,2,reconcile,m2,1AagzGnptAGnvYUunCiqyFBo5P7Zyq7h7kcijs,treasury,18QrmhtdHAfw8gknT5hxBStfGY63AhuQZCSDcg,13.2593,10.8395,"getbalance del miner stesso subito prima dell'invio, meno sent",,non_disponibile (il treasury e' letto solo a fine run),"il miner paga il treasury: e' la R_k dell'epoca (Cap. 6.4). sent=0 significa nessun invio (saldo sotto la riserva o RPC fallita); epoca registrata dall'harness = 2, epoca di conferma usata qui = 2",24.0988
