kind,epoch,height,weight,address,host,checked,total,other_epoch,log_timestamp,source_file,source_line
verification_ok,1,,,,admin,3,3,0,2000-01-01 00:34:48,run/data/admin/debug.log,1609
verification_ok,2,,,,admin,3,3,0,2000-01-01 00:52:46,run/data/admin/debug.log,3123
verification_ok,3,,,,admin,3,3,0,2000-01-01 01:10:48,run/data/admin/debug.log,4604
verification_ok,4,,,,admin,3,3,0,2000-01-01 01:28:53,run/data/admin/debug.log,6340
verification_ok,5,,,,admin,3,3,0,2000-01-01 01:47:08,run/data/admin/debug.log,7836
verification_ok,1,,,,c1,0,0,0,2000-01-01 00:34:49,run/data/c1/debug.log,1822
verification_ok,2,,,,c1,0,0,0,2000-01-01 00:52:47,run/data/c1/debug.log,3732
verification_ok,3,,,,c1,0,0,0,2000-01-01 01:10:48,run/data/c1/debug.log,5617
verification_ok,4,,,,c1,0,0,0,2000-01-01 01:28:53,run/data/c1/debug.log,7681
verification_ok,5,,,,c1,0,0,0,2000-01-01 01:47:08,run/data/c1/debug.log,9594
verification_ok,1,,,,c2,0,0,0,2000-01-01 00:34:49,run/data/c2/debug.log,1767
verification_ok,2,,,,c2,0,0,0,2000-01-01 00:52:47,run/data/c2/debug.log,3632
verification_ok,3,,,,c2,0,0,0,2000-01-01 01:10:48,run/data/c2/debug.log,5472
verification_ok,4,,,,c2,0,0,0,2000-01-01 01:28:53,run/data/c2/debug.log,7492
verification_ok,5,,,,c2,0,0,0,2000-01-01 01:47:08,run/data/c2/debug.log,9359
verification_ok,1,,,,c3,0,0,0,2000-01-01 00:34:49,run/data/c3/debug.log,1735
verification_ok,2,,,,c3,0,0,0,2000-01-01 00:52:47,run/data/c3/debug.log,3577
verification_ok,3,,,,c3,0,0,0,2000-01-01 01:10:48,run/data/c3/debug.log,5399
verification_ok,4,,,,c3,0,0,0,2000-01-01 01:28:53,run/data/c3/debug.log,7396
verification_ok,5,,,,c3,0,0,0,2000-01-01 01:47:08,run/data/c3/debug.log,9240
verification_ok,1,,,,c4,0,0,0,2000-01-01 00:34:49,run/data/c4/debug.log,1678
verification_ok,2,,,,c4,0,0,0,2000-01-01 00:52:47,run/data/c4/debug.log,3507
verification_ok,3,,,,c4,0,0,0,2000-01-01 01:10:48,run/data/c4/debug.log,5315
verification_ok,4,,,,c4,0,0,0,2000-01-01 01:28:53,run/data/c4/debug.log,7291
verification_ok,5,,,,c4,0,0,0,2000-01-01 01:47:08,run/data/c4/debug.log,9122
verification_ok,1,,,,c5,0,0,0,2000-01-01 00:34:49,run/data/c5/debug.log,1680
verification_ok,2,,,,c5,0,0,0,2000-01-01 00:52:47,run/data/c5/debug.log,3499
verification_ok,3,,,,c5,0,0,0,2000-01-01 01:10:48,run/data/c5/debug.log,5292
verification_ok,4,,,,c5,0,0,0,2000-01-01 01:28:54,run/data/c5/debug.log,7255
verification_ok,5,,,,c5,0,0,0,2000-01-01 01:47:08,run/data/c5/debug.log,9080
verification_ok,1,,,,ca,0,0,0,2000-01-01 00:34:49,run/data/ca/debug.log,1625
verification_ok,2,,,,ca,0,0,0,2000-01-01 00:52:47,run/data/ca/debug.log,3400
verification_ok,3,,,,ca,0,0,0,2000-01-01 01:10:48,run/data/ca/debug.log,5150
verification_ok,4,,,,ca,0,0,0,2000-01-01 01:28:53,run/data/ca/debug.log,7083
verification_ok,5,,,,ca,0,0,0,2000-01-01 01:47:08,run/data/ca/debug.log,8859
publication,1,105,502990,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,m1,,,,2000-01-01 00:17:33,run/data/m1/debug.log,555
verification_ok,1,,,,m1,3,3,0,2000-01-01 00:34:48,run/data/m1/debug.log,12633
publication,2,205,785078,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,m1,,,,2000-01-01 00:34:48,run/data/m1/debug.log,12637
verification_ok,2,,,,m1,3,3,0,2000-01-01 00:52:48,run/data/m1/debug.log,30936
publication,3,305,823464,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,m1,,,,2000-01-01 00:52:48,run/data/m1/debug.log,30940
verification_ok,3,,,,m1,3,3,0,2000-01-01 01:10:48,run/data/m1/debug.log,52500
publication,4,405,820469,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,m1,,,,2000-01-01 01:10:48,run/data/m1/debug.log,52504
verification_ok,4,,,,m1,3,3,0,2000-01-01 01:28:51,run/data/m1/debug.log,70408
publication,5,505,839662,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,m1,,,,2000-01-01 01:28:51,run/data/m1/debug.log,70412
verification_ok,5,,,,m1,3,3,0,2000-01-01 01:47:06,run/data/m1/debug.log,92181
publication,6,605,823921,18JDemQBu6Vrxd4WjEuSr62wjZLUFXv5vbjJqL,m1,,,,2000-01-01 01:47:06,run/data/m1/debug.log,92185
publication,1,105,199052,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,m2,,,,2000-01-01 00:17:33,run/data/m2/debug.log,523
verification_ok,1,,,,m2,3,3,0,2000-01-01 00:34:48,run/data/m2/debug.log,6847
publication,2,205,298559,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,m2,,,,2000-01-01 00:34:48,run/data/m2/debug.log,6851
verification_ok,2,,,,m2,3,3,0,2000-01-01 00:52:48,run/data/m2/debug.log,15230
publication,3,305,268877,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,m2,,,,2000-01-01 00:52:48,run/data/m2/debug.log,15234
verification_ok,3,,,,m2,3,3,0,2000-01-01 01:10:48,run/data/m2/debug.log,22870
publication,4,405,313801,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,m2,,,,2000-01-01 01:10:48,run/data/m2/debug.log,22874
verification_ok,4,,,,m2,3,3,0,2000-01-01 01:28:51,run/data/m2/debug.log,32154
publication,5,505,324155,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,m2,,,,2000-01-01 01:28:51,run/data/m2/debug.log,32158
verification_ok,5,,,,m2,3,3,0,2000-01-01 01:47:09,run/data/m2/debug.log,39026
publication,6,605,261940,1QzENiRJk8XJxu1SKwJtDLtjjCBGMHXU1zUaWc,m2,,,,2000-01-01 01:47:09,run/data/m2/debug.log,39030
publication,1,105,50861,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,m3,,,,2000-01-01 00:17:33,run/data/m3/debug.log,522
verification_ok,1,,,,m3,3,3,0,2000-01-01 00:34:48,run/data/m3/debug.log,2723
publication,2,205,74727,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,m3,,,,2000-01-01 00:34:48,run/data/m3/debug.log,2727
verification_ok,2,,,,m3,3,3,0,2000-01-01 00:52:48,run/data/m3/debug.log,6192
publication,3,305,79841,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,m3,,,,2000-01-01 00:52:48,run/data/m3/debug.log,6196
verification_ok,3,,,,m3,3,3,0,2000-01-01 01:10:48,run/data/m3/debug.log,9910
publication,4,405,78137,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,m3,,,,2000-01-01 01:10:48,run/data/m3/debug.log,9914
verification_ok,4,,,,m3,3,3,0,2000-01-01 01:28:51,run/data/m3/debug.log,14218
publication,5,505,79841,13dLyCBDhkFk9EvyBWMaksK6xny9AXSn7m75Nn,m3,,,,2000-01-01 01:28:51,run/data/m3/debug.log,14222
verification_ok,5,,,,m3,3,3,0,2000-01-01 01:47:06,run/data/m3/debug.log,17294
