run_id,livello,tbt,height,height_conferma,epoca,tipo,nodo_mittente,indirizzo_mittente,nodo_destinatario,indirizzo_destinatario,importo_gas,saldo_mittente_dopo,fonte_saldo_mittente,saldo_destinatario_dopo,fonte_saldo_destinatario,note,saldo_mittente_prima
run3-tbt-5s/continentale,continentale,5,11,,1,init,admin,,c1,1SSC2XrW9PNniKVfAx3JCNZpVNFW1DAQfiFm4j,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.8042,campione a height=67,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run3-tbt-5s/continentale,continentale,5,11,,1,init,admin,,c2,1bgdBC45cJoHQt1vDh2YdLX2naj9s5n42n8Q5,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.8046,campione a height=67,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run3-tbt-5s/continentale,continentale,5,11,,1,init,admin,,c3,1GMNEQPW8JDLYbPsyfnKhv4RKdRhpiGNa3P9Zo,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.8044,campione a height=67,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run3-tbt-5s/continentale,continentale,5,11,,1,init,admin,,c4,18pe3itSBY7SpsRAvT1vdKtLA2jcrWRfPTNLku,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.8042,campione a height=67,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run3-tbt-5s/continentale,continentale,5,11,,1,init,admin,,c5,1ZPKsqPFkrpVzhBzVbQPBbTxSQqwDgsWSSaFew,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.8044,campione a height=67,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run3-tbt-5s/continentale,continentale,5,11,,1,init,admin,,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,50.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),4.3387,campione a height=67,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run3-tbt-5s/continentale,continentale,5,11,,1,init,admin,,m2,19EEeSY2KeYEN5fm97hBm6Egx4Qu8ShLcWD9iS,50.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),21.7634,campione a height=67,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run3-tbt-5s/continentale,continentale,5,11,,1,init,admin,,m3,16DXgBMMssAC9UUE4fZDpJUNaRG6wpVbEBV2Lj,50.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),40.0979,campione a height=67,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run3-tbt-5s/continentale,continentale,5,11,,1,init,admin,,ca,,50.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),49.3572,campione a height=67,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run3-tbt-5s/continentale,continentale,5,67,,6,refill,admin,,m1,1Z3VEAVVVNdushdAEx1zY2ufwRC6JUZYLedtDs,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),4.3387,campione a height=67,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
