experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,n_clusters,n_published,gini_w_published,gini_input_W_k_raw,gini_input_c_i_sum,gini_delta_published_minus_input,entropy_norm_w_published,entropy_norm_input_W_k_raw,HHI_w_published,dominant_host,dominant_share,n_recompute_match,n_recompute_mismatch,n_hosts_verification_ok_log,n_hosts_verification_failed_log,gini_note
run2-tbt-10s,continentale,1,10,none,true,1,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.33333333,m3,0.33333333,3,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run2-tbt-10s,continentale,1,10,none,true,2,3,0,,0.0,0.0,,,0.0,,,,0,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run2-tbt-10s,continentale,1,10,none,true,3,3,3,0.29456574,0.29456243,0.22673871,3.31e-06,0.85954553,0.85954785,0.43985436,m1,0.59278453,3,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run2-tbt-10s,continentale,1,10,none,true,4,3,3,0.38697012,0.38697303,0.24150753,-2.91e-06,0.75246365,0.75245947,0.5112155,m1,0.66318006,3,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run2-tbt-10s,continentale,1,10,none,true,5,3,2,0.24498489,0.40188011,0.22065906,-0.15689521,0.81913055,0.73171129,0.6200352,m1,0.74498489,2,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run2-tbt-10s,continentale,1,10,none,true,6,3,3,0.41214968,0.4121503,0.26711063,-6.2e-07,0.71235137,0.71235019,0.53180039,m1,0.67748434,3,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run2-tbt-10s,continentale,1,10,none,true,7,3,3,0.38091115,0.38091057,0.23847137,5.8e-07,0.76058726,0.76058822,0.50479352,m1,0.65605321,3,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run2-tbt-10s,continentale,1,10,none,true,8,3,3,0.39222976,0.39223124,0.24862014,-1.48e-06,0.74480524,0.74480281,0.51561414,m1,0.66667644,3,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run2-tbt-10s,continentale,1,10,none,true,9,3,2,0.23329444,0.39077071,0.22711289,-0.15747627,0.83669749,0.74755592,0.60885259,m1,0.73329444,2,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run2-tbt-10s,continentale,1,10,none,true,10,3,2,0.28947875,0.40047811,0.24305147,-0.11099936,0.74247791,0.73166862,0.66759589,m2,0.78947875,2,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run2-tbt-10s,continentale,1,10,none,true,11,3,2,0.3872657,0.38354666,0.23492758,0.00371904,0.50810874,0.75706309,0.79994944,m1,0.8872657,2,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run2-tbt-10s,continentale,1,10,none,true,12,3,2,0.23164325,0.38258186,0.23556532,-0.1509386,0.83909678,0.75888944,0.60731719,m1,0.73164325,2,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run2-tbt-10s,continentale,1,10,none,true,13,3,3,0.41531133,0.41531469,0.25295976,-3.36e-06,0.70883118,0.70882572,0.53641919,m1,0.68363675,3,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run2-tbt-10s,continentale,1,10,none,true,14,3,3,0.3907672,0.39077071,0.22711289,-3.52e-06,0.74756086,0.74755592,0.51707316,m1,0.67104327,3,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
