run_id,livello,tbt,height,epoca,nodo,indirizzo,tipo_movimento,importo_gas,controparte,motivo,saldo_gas_dopo,txid_o_riferimento,coerente_con_saldo
run4-tbt-3s/nazionale,nazionale,3,1,1,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,mining_reward,1000000.0,coinbase,"premio di catena del blocco 1, ricostruito da params.dat (nessuna metrica lo registra)",1000000.0,0059d027d6dd97a60548c8d6e0304ef293fe1353a5f0d2820b9fbf1d9b636265,1
run4-tbt-3s/nazionale,nazionale,3,19,2,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,init,-100.0,c1,l'admin finanzia c1,999900.0,,1
run4-tbt-3s/nazionale,nazionale,3,19,2,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,init,-100.0,c2,l'admin finanzia c2,999800.0,,1
run4-tbt-3s/nazionale,nazionale,3,19,2,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,init,-100.0,c3,l'admin finanzia c3,999700.0,,1
run4-tbt-3s/nazionale,nazionale,3,19,2,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,init,-100.0,c4,l'admin finanzia c4,999600.0,,1
run4-tbt-3s/nazionale,nazionale,3,19,2,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,init,-100.0,c5,l'admin finanzia c5,999500.0,,1
run4-tbt-3s/nazionale,nazionale,3,19,2,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,init,-50.0,m1,l'admin finanzia m1,999450.0,,1
run4-tbt-3s/nazionale,nazionale,3,19,2,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,init,-50.0,m2,l'admin finanzia m2,999400.0,,1
run4-tbt-3s/nazionale,nazionale,3,19,2,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,init,-50.0,m3,l'admin finanzia m3,999350.0,,1
run4-tbt-3s/nazionale,nazionale,3,19,2,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,init,-50.0,ca,l'admin finanzia ca,999300.0,,1
run4-tbt-3s/nazionale,nazionale,3,110,10,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,refill,-100.0,m1,l'admin finanzia m1,999200.0,,1
run4-tbt-3s/nazionale,nazionale,3,129,11,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,refill,-100.0,m1,l'admin finanzia m1,999100.0,,1
run4-tbt-3s/nazionale,nazionale,3,129,11,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,refill,-100.0,m2,l'admin finanzia m2,999000.0,,1
run4-tbt-3s/nazionale,nazionale,3,138,12,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,refill,-100.0,m1,l'admin finanzia m1,998900.0,,1
run4-tbt-3s/nazionale,nazionale,3,146,13,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,refill,-100.0,m1,l'admin finanzia m1,998800.0,,1
run4-tbt-3s/nazionale,nazionale,3,146,13,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,refill,-100.0,m2,l'admin finanzia m2,998700.0,,1
run4-tbt-3s/nazionale,nazionale,3,163,14,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,refill,-100.0,m1,l'admin finanzia m1,998600.0,,1
run4-tbt-3s/nazionale,nazionale,3,163,14,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,refill,-100.0,m3,l'admin finanzia m3,998500.0,,1
run4-tbt-3s/nazionale,nazionale,3,170,15,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,refill,-100.0,m1,l'admin finanzia m1,998400.0,,1
run4-tbt-3s/nazionale,nazionale,3,186,16,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,refill,-100.0,m1,l'admin finanzia m1,998300.0,,1
run4-tbt-3s/nazionale,nazionale,3,186,16,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,refill,-100.0,m2,l'admin finanzia m2,998200.0,,1
run4-tbt-3s/nazionale,nazionale,3,195,17,admin,19yUSc9yf2eyMjLkrsbVuUW93TBV8LZyCiezMq,refill,-100.0,m1,l'admin finanzia m1,998100.0,,1
