run_id,livello,tbt,height,epoca,nodo,indirizzo,tipo_movimento,importo_gas,controparte,motivo,saldo_gas_dopo,txid_o_riferimento,coerente_con_saldo
run4-tbt-3s/continentale,continentale,3,1,1,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,mining_reward,1000000.0,coinbase,"premio di catena del blocco 1, ricostruito da params.dat (nessuna metrica lo registra)",1000000.0,0094f7e6880ecee58ca3f45d2ad8eba0bbf3aefaf5a25daa50cf8a36d4b09e36,1
run4-tbt-3s/continentale,continentale,3,19,2,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,init,-100.0,c1,l'admin finanzia c1,999900.0,,1
run4-tbt-3s/continentale,continentale,3,19,2,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,init,-100.0,c2,l'admin finanzia c2,999800.0,,1
run4-tbt-3s/continentale,continentale,3,19,2,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,init,-100.0,c3,l'admin finanzia c3,999700.0,,1
run4-tbt-3s/continentale,continentale,3,19,2,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,init,-100.0,c4,l'admin finanzia c4,999600.0,,1
run4-tbt-3s/continentale,continentale,3,19,2,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,init,-100.0,c5,l'admin finanzia c5,999500.0,,1
run4-tbt-3s/continentale,continentale,3,19,2,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,init,-50.0,m1,l'admin finanzia m1,999450.0,,1
run4-tbt-3s/continentale,continentale,3,19,2,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,init,-50.0,m2,l'admin finanzia m2,999400.0,,1
run4-tbt-3s/continentale,continentale,3,19,2,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,init,-50.0,m3,l'admin finanzia m3,999350.0,,1
run4-tbt-3s/continentale,continentale,3,19,2,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,init,-50.0,ca,l'admin finanzia ca,999300.0,,1
run4-tbt-3s/continentale,continentale,3,109,10,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m1,l'admin finanzia m1,999200.0,,1
run4-tbt-3s/continentale,continentale,3,130,11,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m1,l'admin finanzia m1,999100.0,,1
run4-tbt-3s/continentale,continentale,3,130,11,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m2,l'admin finanzia m2,999000.0,,1
run4-tbt-3s/continentale,continentale,3,139,12,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m1,l'admin finanzia m1,998900.0,,1
run4-tbt-3s/continentale,continentale,3,147,13,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m1,l'admin finanzia m1,998800.0,,1
run4-tbt-3s/continentale,continentale,3,147,13,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m2,l'admin finanzia m2,998700.0,,1
run4-tbt-3s/continentale,continentale,3,164,14,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m1,l'admin finanzia m1,998600.0,,1
run4-tbt-3s/continentale,continentale,3,164,14,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m3,l'admin finanzia m3,998500.0,,1
run4-tbt-3s/continentale,continentale,3,173,15,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m1,l'admin finanzia m1,998400.0,,1
run4-tbt-3s/continentale,continentale,3,180,16,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m1,l'admin finanzia m1,998300.0,,1
run4-tbt-3s/continentale,continentale,3,180,16,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m2,l'admin finanzia m2,998200.0,,1
run4-tbt-3s/continentale,continentale,3,197,17,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m1,l'admin finanzia m1,998100.0,,1
run4-tbt-3s/continentale,continentale,3,214,18,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m1,l'admin finanzia m1,998000.0,,1
run4-tbt-3s/continentale,continentale,3,214,18,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m2,l'admin finanzia m2,997900.0,,1
run4-tbt-3s/continentale,continentale,3,222,19,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m1,l'admin finanzia m1,997800.0,,1
run4-tbt-3s/continentale,continentale,3,231,20,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m1,l'admin finanzia m1,997700.0,,1
run4-tbt-3s/continentale,continentale,3,249,21,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m1,l'admin finanzia m1,997600.0,,1
run4-tbt-3s/continentale,continentale,3,249,21,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m2,l'admin finanzia m2,997500.0,,1
run4-tbt-3s/continentale,continentale,3,258,22,admin,1M5zJMHpfsZFSAJMbEWsEh5vxBLf4wWT3nj47c,refill,-100.0,m1,l'admin finanzia m1,997400.0,,1
