experiment_id,area,replication_id,target_block_time,dumpfunction,malus_enabled,epoch,n_clusters,n_published,gini_w_published,gini_input_W_k_raw,gini_input_c_i_sum,gini_delta_published_minus_input,entropy_norm_w_published,entropy_norm_input_W_k_raw,HHI_w_published,dominant_host,dominant_share,n_recompute_match,n_recompute_mismatch,n_hosts_verification_ok_log,n_hosts_verification_failed_log,gini_note
run1-tbt-15s,intercontinentale,1,15,none,true,1,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.33333333,m1,0.33333333,3,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run1-tbt-15s,intercontinentale,1,15,none,true,2,3,3,0.14489311,0.14490408,0.1604051,-1.097e-05,0.96195302,0.96194241,0.35924239,m1,0.42246352,3,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run1-tbt-15s,intercontinentale,1,15,none,true,3,3,3,0.32705584,0.32705258,0.31459811,3.26e-06,0.82297931,0.82298423,0.45449343,m1,0.59034334,3,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run1-tbt-15s,intercontinentale,1,15,none,true,4,3,3,0.34740968,0.34740643,0.32890422,3.25e-06,0.798455,0.79845864,0.47036785,m1,0.6083494,3,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run1-tbt-15s,intercontinentale,1,15,none,true,5,3,0,,0.34740643,0.32890422,,,0.79845864,,,,0,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run1-tbt-15s,intercontinentale,1,15,none,true,6,3,3,0.36439798,0.36439597,0.3336836,2.01e-06,0.77691151,0.77691401,0.48462747,m1,0.62447376,3,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run1-tbt-15s,intercontinentale,1,15,none,true,7,3,3,0.33955089,0.33955118,0.31680082,-3e-07,0.80723927,0.80723841,0.46383909,m1,0.59953702,3,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run1-tbt-15s,intercontinentale,1,15,none,true,8,3,3,0.36013714,0.36013708,0.34290634,6e-08,0.78295367,0.78295444,0.48117665,m1,0.62138155,3,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run1-tbt-15s,intercontinentale,1,15,none,true,9,3,3,0.33955089,0.33955118,0.31680082,-3e-07,0.80723927,0.80723841,0.46383909,m1,0.59953702,3,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run1-tbt-15s,intercontinentale,1,15,none,true,10,3,2,0.16876554,0.35204217,0.3306904,-0.18327663,0.91618265,0.79253526,0.55696361,m1,0.66876554,2,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run1-tbt-15s,intercontinentale,1,15,none,true,11,3,3,0.35395865,0.35395655,0.32255036,2.09e-06,0.78678131,0.7867838,0.47485681,m1,0.60859952,3,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run1-tbt-15s,intercontinentale,1,15,none,true,12,3,3,0.35249769,0.35249686,0.33428751,8.3e-07,0.79501199,0.79501337,0.47601627,m1,0.61967814,3,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run1-tbt-15s,intercontinentale,1,15,none,true,13,3,2,0.16062122,0.34656811,0.32810226,-0.18594689,0.924223,0.79790089,0.55159835,m1,0.66062122,2,0,10,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run1-tbt-15s,intercontinentale,1,15,none,true,14,3,0,,0.35959964,0.32890422,,,0.78064727,,,,0,0,0,0,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
run1-tbt-15s,intercontinentale,1,15,none,true,15,3,0,,0.35930189,0.32588088,,,0.78342034,,,,0,0,,,gini_input is the Gini of W_k^(e) (ESG x activity before the rho feedback): the baseline the published weight is compared with; if gini_published - gini_input grows over epochs the feedback amplifies inequality beyond the inputs
