run_id,livello,tbt,height,epoca,categoria_evento,nodo_mittente,nodo_destinatario,importo,unita,note
run5-tbt-2s/intercontinentale,intercontinentale,2,28,3,gas/init,admin,c1,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run5-tbt-2s/intercontinentale,intercontinentale,2,28,3,gas/init,admin,c2,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run5-tbt-2s/intercontinentale,intercontinentale,2,28,3,gas/init,admin,c3,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run5-tbt-2s/intercontinentale,intercontinentale,2,28,3,gas/init,admin,c4,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run5-tbt-2s/intercontinentale,intercontinentale,2,28,3,gas/init,admin,c5,100.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run5-tbt-2s/intercontinentale,intercontinentale,2,28,3,gas/init,admin,m1,50.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run5-tbt-2s/intercontinentale,intercontinentale,2,28,3,gas/init,admin,m2,50.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run5-tbt-2s/intercontinentale,intercontinentale,2,28,3,gas/init,admin,m3,50.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run5-tbt-2s/intercontinentale,intercontinentale,2,28,3,gas/init,admin,ca,50.0,GAS,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia"
run5-tbt-2s/intercontinentale,intercontinentale,2,123,11,esg,ca,m1,85.56,punteggio ESG,"stream chiuso, scrive solo la CA delegata"
run5-tbt-2s/intercontinentale,intercontinentale,2,123,11,esg,ca,m2,26.46,punteggio ESG,"stream chiuso, scrive solo la CA delegata"
