height,hash,miner_address,miner_host,time,txcount,confirmations,epoch,in_setup
1,001286c0a01c1af708e5318239c8aed0d013aba6a97a53dff24ef7a6081b649d,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946684801,1,327,1,1
2,00395c5c87df603d382f404a8bb1fad19c41a5ad3bab7e14a26a29e78cec9e2b,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946684802,1,326,1,1
3,00eb40feb4121d89b89ec8943ddd6b216942c859f20ed604a140222d29d3f534,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946684811,4,325,1,1
4,006f34759f2543aefc2a5cc2dbcc21cde794120958cadc7a028602d583eebd62,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946684821,1,324,1,1
5,0012add77310b1602532ec8efff0c1b7e29c220e84e2ed4c984d916c5d7bc9f5,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946684835,1,323,1,1
6,004fc957f152a6e9b30490700477abba88d25de96bd13290a58b841bf20f212e,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946684850,1,322,1,1
7,0039569957bd48e16cbc5c702f6756b6aa8fe5a39cba6886a5156ffc3c8196fd,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946684862,40,321,1,1
8,00a1bb8817ce40d639f55912debf7179f12ceb80c185c8362cbe431e4c057dc8,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946684876,1,320,1,1
9,00c0f0f31876b567ff4b669f98fa125a4c955655fea333b364318a20dc59b612,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946684888,1,319,1,1
10,00b308fe6c20771a693219de0479eb30f7437d39a5543125a3c30dd91a337936,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946684901,1,318,1,1
11,00ef2810d57a6ff8fa23d65c6c5a720fba97d67da9fa4175da757fdc2adc5968,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946684911,1,317,1,1
12,002036318030291e3be0d247e53021517ccfc26ccbde1a5dd410379cd15862ff,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946684920,1,316,2,1
13,00363b3786b7cafd3cd84367e9b3ce4f6ac4b6acaa68d676046e9d51654caf34,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946684922,1,315,2,1
14,000a7068ad04d2db7ec7bccbbd68c35659eaf528aff43d051d492d6e8c014370,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946684930,1,314,2,1
15,002f549861407cb1a7a82a19a80dcc7758cf059ff21ea7929b405333d661b737,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946684939,1,313,2,1
16,006310dd49c9fd67f81f1f29486eeb98520bc8fa78983fe2b7b7bd23c6ea0838,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946684955,1,312,2,1
17,001b30fab597bd6528754689c68028287942eccce0ddc7f73708e1b87f01024b,1H2ZSPhnLnBw6i2ghJ5DcHXH7AafiDkSkFdiq2,m3,946684964,1,311,2,1
18,001e1893a2cfa971f9a0eb79c608aceb68ad7aa943d254d71942ce97f55b6f71,1CoWuY4gZW7xVpsTregiYWuhnsmgnnBimpbDjx,m1,946684975,1,310,2,1
19,00c7a41b6a3e4b71c414f4d09d15f09d52688a6b2f702d365d23f329cc0db38f,1H2ZSPhnLnBw6i2ghJ5DcHXH7AafiDkSkFdiq2,m3,946684986,1,309,2,1
20,00851157f82253d80fcf82a96b0c0aa5b712d7587cc2e1a8193dab756ce56dcc,1H2ZSPhnLnBw6i2ghJ5DcHXH7AafiDkSkFdiq2,m3,946684994,1,308,2,1
21,004cb349b57780f56efa4ef8011a5a32cc6f34410fa71e2cf3831b0388a9fffa,1CoWuY4gZW7xVpsTregiYWuhnsmgnnBimpbDjx,m1,946685004,1,307,2,1
22,00811a5c8b50431e68d701eeda821a78afaaac17c3ebca783a5527bd3199df1a,1CoWuY4gZW7xVpsTregiYWuhnsmgnnBimpbDjx,m1,946685021,1,306,2,1
23,00b0227d2d990da37c61b618293f0bc4805a26ccc87304904c4a7df52fb1de66,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946685034,1,305,2,1
24,005f8a6e656d8888621549c16e1bda7683ce1173134af708ffaec52b78530e84,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946685037,1,304,3,1
25,00bfdee17b8c7e7b4937728061e99909ae88a2f620685a93cd23745d82723442,1H2ZSPhnLnBw6i2ghJ5DcHXH7AafiDkSkFdiq2,m3,946685052,1,303,3,1
26,00b65a230991d83361855eab5afecd531fa6082860e3fa6c477c135a0eab31e9,1H2ZSPhnLnBw6i2ghJ5DcHXH7AafiDkSkFdiq2,m3,946685056,1,302,3,1
27,004c3aa1e502e0cea3162b8b24068416887b7e0c390c7245299a081daa1539a7,1CoWuY4gZW7xVpsTregiYWuhnsmgnnBimpbDjx,m1,946685065,17,301,3,1
28,00f85ebc631fdb3297f9fca2836e37abf3fd7e3ebef5b4614bb3dfb61631b2d7,1H2ZSPhnLnBw6i2ghJ5DcHXH7AafiDkSkFdiq2,m3,946685082,4,300,3,1
29,00c00acb2ee16816466803b69fb0aa3f82f40774c574f5db4409dc050fd1fa4d,1H2ZSPhnLnBw6i2ghJ5DcHXH7AafiDkSkFdiq2,m3,946685086,1,299,3,1
30,007d788d0e090ef34159908107df67e40d8733125b62614e4891356f20ccd44c,1CoWuY4gZW7xVpsTregiYWuhnsmgnnBimpbDjx,m1,946685098,1,298,3,1
31,0024a74aaf47d5c0f4ec3c0f4d5b2fb9ceefff75c70d2425f70723971f2b7c4a,1H2ZSPhnLnBw6i2ghJ5DcHXH7AafiDkSkFdiq2,m3,946685109,1,297,3,1
32,00fde3831a8f722426a08c55662463f77d936bf8df6f364d4346346e5a7e145f,1CoWuY4gZW7xVpsTregiYWuhnsmgnnBimpbDjx,m1,946685117,1,296,3,1
33,00409c71ba8665de759d7251eba3df17a9fb1bf38190a26fc1b768bc205cc5d0,1U9k1edYTa5QzLkoar9sYbaRncvZGQCJ33agpc,m2,946685129,1,295,3,1
34,00d6d21fe76c384c2135e653d092abb4e2306faed3c116847d5c141ef178ffc9,1U9k1edYTa5QzLkoar9sYbaRncvZGQCJ33agpc,m2,946685138,1,294,3,1
35,00d88aadc867d89583fd57cf68955224d60d4c358dc6c820cfc22fcc41145b54,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946685147,10,293,3,1
36,00d55f630905791cbb1582f6a73d968e256f2ee300e218c289c22ae42dd65a36,1H2ZSPhnLnBw6i2ghJ5DcHXH7AafiDkSkFdiq2,m3,946685163,6,292,4,1
37,00eaed70deddbd1a43825e53883f413bd1ab168b907cf881e23272425603b2f5,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946685166,4,291,4,1
38,0015c88e320cb4a9b7a5bea72ce83643113fef5a933d2ef6f232f15b191ae76f,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946685178,9,290,4,1
39,0009bd3554b2449fc87b9cdf2ffdd6d2fa2498067cdf4f8569960ba80d9f27f5,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946685188,6,289,4,1
40,00793ddde4908e775682e5fe5647409f65444006e434cd70abd0f9577d1c9c95,1H2ZSPhnLnBw6i2ghJ5DcHXH7AafiDkSkFdiq2,m3,946685200,5,288,4,1
41,0025b0249ebff1a4b9e2bed79c3940a93d18e4d33566d1a15f6c96ca707707eb,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946685208,3,287,4,1
42,00f062ab3464f9cdc9ca5d04aa54ccf8212070c48e49ed3ef906e980c6e57084,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946685218,7,286,4,1
43,00e2dbf930cd8e818d0e90ac34a582c833980199087c9acc08ceaa4cd13cfd77,1U9k1edYTa5QzLkoar9sYbaRncvZGQCJ33agpc,m2,946685227,5,285,4,1
44,0059b013b3e177acee8d91bd9b596a09d62e1753822e543651f42214c20fd2b7,1U9k1edYTa5QzLkoar9sYbaRncvZGQCJ33agpc,m2,946685242,7,284,4,1
45,003418c052c87ff762980d1c334613da36df01195f6af0003ceabcdf4c4a2c3e,1U9k1edYTa5QzLkoar9sYbaRncvZGQCJ33agpc,m2,946685247,2,283,4,1
46,00a0de5f038e1900790c52352e42a8ff7bbfe3765ae6bad69ef7b6e24646c70f,1U9k1edYTa5QzLkoar9sYbaRncvZGQCJ33agpc,m2,946685260,4,282,4,1
47,006ebefcd3f142ce68731e74fbe3fa3ff117115d8f6f442f6f1c199576d1fb5c,1U9k1edYTa5QzLkoar9sYbaRncvZGQCJ33agpc,m2,946685271,7,281,4,1
48,003100b2a6671a05ff9e719132e177862d377c9463c69295964a591b562d390d,1U9k1edYTa5QzLkoar9sYbaRncvZGQCJ33agpc,m2,946685284,6,280,5,1
49,008fe44fab8650c8ea9f5b396e9c3c280a52bc448aa8a653ca33cff1e4df4ac9,1CoWuY4gZW7xVpsTregiYWuhnsmgnnBimpbDjx,m1,946685289,2,279,5,1
50,00cf9538731f9b3c5462050a5b5a2a4f38751b83740f41e2783277fc495ff627,1CoWuY4gZW7xVpsTregiYWuhnsmgnnBimpbDjx,m1,946685297,8,278,5,1
51,00c851c3d32d6cf6bdcc71a34512c04c7874554018277c9dbb1d243219b812a7,1CoWuY4gZW7xVpsTregiYWuhnsmgnnBimpbDjx,m1,946685307,4,277,5,1
52,00654e112a77c537bea0c8fac76e49d79e98db1d86a40e38b41240ac0daa6198,1CoWuY4gZW7xVpsTregiYWuhnsmgnnBimpbDjx,m1,946685323,8,276,5,1
53,002ec57ebb9c10dbc8b4995671daf1e70ac5b372898c1b9e5ce41ff179c00fce,1CoWuY4gZW7xVpsTregiYWuhnsmgnnBimpbDjx,m1,946685327,2,275,5,1
54,0057608889e87ef914b2a0bcdb6fe23b6355f36a47f2e4ee4c574b1554df5438,1H2ZSPhnLnBw6i2ghJ5DcHXH7AafiDkSkFdiq2,m3,946685338,7,274,5,1
55,00e2b8619a1c9ad6058b19dedb0b76e55390ad96b9a541b27c3a4831fdc67736,1CoWuY4gZW7xVpsTregiYWuhnsmgnnBimpbDjx,m1,946685351,7,273,5,1
56,0048aff32ee4459f48993ac4609e1624b13ecaae56f3d3b8f39f8b8e8cf86b1b,1H2ZSPhnLnBw6i2ghJ5DcHXH7AafiDkSkFdiq2,m3,946685357,3,272,5,1
57,00a0c75e0390614fa8142947d1ac1736037fed9c156194a51034ec64d109030d,1H2ZSPhnLnBw6i2ghJ5DcHXH7AafiDkSkFdiq2,m3,946685371,6,271,5,1
58,00d269b971a4f1bc9d84dcd156c497fb8285a9421182ac524a95583665f21c65,1H2ZSPhnLnBw6i2ghJ5DcHXH7AafiDkSkFdiq2,m3,946685382,6,270,5,1
59,00c63f833d0b705aee1e33ca141e3f529728de4745731bc9c2a7c01359ea06ea,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946685392,3,269,5,1
60,00e18381ab5c16fa1dbad67296ccb6baf1c7ddfba3cc53fb4cc0ae0be7325ab6,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946685398,4,268,6,1
61,004fdfbbee6f0992f4d3775d157f47b9dd3866f8e89e86a8c87d91cd8e97ace7,1H2ZSPhnLnBw6i2ghJ5DcHXH7AafiDkSkFdiq2,m3,946685414,9,267,6,1
62,00d73a4682b8231acad7d468f24c47b2a7bc3c7b6b8bc179ea529b13ed2063f5,1CFxvewzFRZ1GhpKUUHbQ63TxPbER2DFPpvv9V,,946685422,7,266,6,1
63,007dc6944c057e52fafd6873d8cc78806baa568440b34d4c681856434ce67f87,1U9k1edYTa5QzLkoar9sYbaRncvZGQCJ33agpc,m2,946685430,4,265,6,1
64,00a2b12c173c16a51c448062a280c8ef3ea93fa6c2e520ab3e446c4b684ba425,1CoWuY4gZW7xVpsTregiYWuhnsmgnnBimpbDjx,m1,946685440,5,264,6,1
