height,hash,miner_address,miner_host,time,txcount,confirmations,epoch,in_setup
1,004839c11178699e17a9b7f1dc887ab52cfbe77303488836f61a7e343f8670d6,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946684801,1,325,1,1
2,00f37413568d374b5ddd5a4101fb5bc994049bf73357e37fb8a16f8bb9a8f481,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946684802,1,324,1,1
3,00c701bc049002b42b528e1c3beb9e2af9a7d639493863ab6c79a0b179926679,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946684811,4,323,1,1
4,00eb6dbe60672a1bb7c68b7955ede3f3612dbe4e69db8c79897bbd0bd3d0fa0d,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946684821,1,322,1,1
5,00edcc9030692bfaed644a84f388368169240a86510515beeb3f861dda20d920,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946684835,1,321,1,1
6,003a17a23c44cf1ce9a117c40183d915c091b7f6008f51dc565166ae86e7268f,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946684850,1,320,1,1
7,0071613fb2a2dab530c5400728ed376171a98a5876e7f2959695df0a880b35aa,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946684862,40,319,1,1
8,0006865d88a67ad1cf5ba89944a7fab8f1bc675c771e188cc3cd3e1b4337a4c0,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946684876,1,318,1,1
9,00a94a9969ca892365594684f21dc881b36613db5e475e86a301708478da33bb,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946684888,1,317,1,1
10,000bc27230601b2824fe9651b3e8a64963962982f3d2c21fcc7ad007f8a907e5,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946684901,1,316,1,1
11,006aeefe6614e8784df5b6a352084878bf56235098144bbdadb10a49b0c70e7f,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946684911,1,315,1,1
12,002ce630b5c5af35042ce40f0c2120af42af30ab355dc02e881d6b39bf97b414,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946684920,1,314,2,1
13,00d3c7e5e0a851fe23b9eb1fd31e35859eccbce62ca74dcaec5f0a17474ba81e,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946684922,1,313,2,1
14,00d526093193f923efee1534fcdc0997ca20220e6f96a5c3170b652fe1efc5ac,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946684930,1,312,2,1
15,00ab953e102b0438f2b348a70a52c0bc37fc7ba302c8dbcca5aee9b86204f562,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946684939,1,311,2,1
16,001e2206622469f5628f913defa181879995beeaf51b770e62b7b5a3836b6352,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946684955,1,310,2,1
17,00b5c2ed2411ebbf3b5858afc57fda9de49e2794566a0c1a328058fc5c6c7e2e,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,m2,946684965,1,309,2,1
18,00bb8c86a2827ad48ce27ed04c7f3d375088cb943074154d0ed2891368be7c4a,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,m2,946684980,1,308,2,1
19,009c61facdc3fc00f663178997e93d8ec6a571170c1f6781110491e4fd38f2f1,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946684985,1,307,2,1
20,00275dcc645346121303f90fadf121e3bcebf288829d0914b3feb4a7e621965d,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,m2,946684994,1,306,2,1
21,00760c74ad54c2dbf2ac28a3f086f8e8122065fca98b59414cf5d0720a4673b9,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946685004,1,305,2,1
22,003a80787c6c6409091162da1d6f6fe76334710151b82a3bbf432da5a2b647de,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,m2,946685019,1,304,2,1
23,0016574bbe4605bd285d89cf991c0230af95b6469e33122ebccbd8f70dd0e415,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946685030,1,303,2,1
24,00512635e4fef8184a89a28cfe3262f33356bd3bb367e03c59ae599727c0c0ea,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946685040,1,302,3,1
25,002884eb689b33b3be518a8de461c4c3d686fee24710af79e55224e336a104ad,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946685046,1,301,3,1
26,0022af2b8ba38d136e2a5c749c1a5423398840e8cdbb1526edfd286ce7173584,12Z9T5Nt1zzXJGou38cVSfav12kSEJrNaD4vk6,,946685056,1,300,3,1
27,00f5a8244ba6aa88ea2c195b1b10869372c3cb01c0a5326fae4eb0a6b98f2a47,1ddHuTA1GMyEmio87QhyJBkR7WPUSwnavqqzM,m3,946685066,17,299,3,1
28,004f23d24aeb3c9de58bc2a4914e9203cf591799cc5597d01cfe3a22e9de5964,1ddHuTA1GMyEmio87QhyJBkR7WPUSwnavqqzM,m3,946685077,4,298,3,1
