run_id,livello,tbt,height,height_conferma,epoca,tipo,nodo_mittente,indirizzo_mittente,nodo_destinatario,indirizzo_destinatario,importo_gas,saldo_mittente_dopo,fonte_saldo_mittente,saldo_destinatario_dopo,fonte_saldo_destinatario,note,saldo_mittente_prima
run2-tbt-10s/regionale,regionale,10,6,,1,init,admin,,c1,1C53cY45GLP1jCtGZ3jjRxK41xDpogMscxLoET,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.8044,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run2-tbt-10s/regionale,regionale,10,6,,1,init,admin,,c2,1KwDQh1YXp8Gjcm5PUTzw4oojyETr76SR6K5g4,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.8042,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run2-tbt-10s/regionale,regionale,10,6,,1,init,admin,,c3,1akYxtSrcSsAR7FUMwZr2RAjBZeS9pefqhTGii,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.8042,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run2-tbt-10s/regionale,regionale,10,6,,1,init,admin,,c4,1RNinnWHk18yFwNrDviXwK4oyJtZRTHU6YR4MW,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.8048,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run2-tbt-10s/regionale,regionale,10,6,,1,init,admin,,c5,1HW1Y78Q8DyPU8YKdN6gzrGyAC2HS8qt346Gcd,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),99.8044,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run2-tbt-10s/regionale,regionale,10,6,,1,init,admin,,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,50.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),4.344,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run2-tbt-10s/regionale,regionale,10,6,,1,init,admin,,m2,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,50.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),21.0684,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run2-tbt-10s/regionale,regionale,10,6,,1,init,admin,,m3,1ddHuTA1GMyEmio87QhyJBkR7WPUSwnavqqzM,50.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),41.6566,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run2-tbt-10s/regionale,regionale,10,6,,1,init,admin,,ca,,50.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),49.3572,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run2-tbt-10s/regionale,regionale,10,34,,3,refill,admin,,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),4.344,campione a height=34,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run2-tbt-10s/regionale,regionale,10,37,,4,refill,admin,,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),7.072,campione a height=37,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run2-tbt-10s/regionale,regionale,10,37,,4,refill,admin,,m2,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),9.5822,campione a height=37,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run2-tbt-10s/regionale,regionale,10,49,,5,refill,admin,,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),7.2338,campione a height=49,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run2-tbt-10s/regionale,regionale,10,61,,6,refill,admin,,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),7.1514,campione a height=61,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run2-tbt-10s/regionale,regionale,10,61,,6,refill,admin,,m2,1S5cgrFXRwv4CuTTTJy8S9h42X7UwwZUUN52kq,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),19.4493,campione a height=61,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run2-tbt-10s/regionale,regionale,10,74,,7,refill,admin,,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),7.1995,campione a height=74,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run2-tbt-10s/regionale,regionale,10,74,,7,refill,admin,,m3,1ddHuTA1GMyEmio87QhyJBkR7WPUSwnavqqzM,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),18.4431,campione a height=74,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run2-tbt-10s/regionale,regionale,10,85,,8,refill,admin,,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),7.2595,campione a height=85,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
run2-tbt-10s/regionale,regionale,10,96,,9,refill,admin,,m1,1KzW2ShtUjCJuvMCFeYJrHKrcGfjEj2t77aQAv,100.0,,non_disponibile (l'admin non e' campionato in gas_balances.csv),7.0698,campione a height=96,"l'admin finanzia il nodo: init = dotazione iniziale, refill = rifornimento sotto soglia; height e' l'altezza di INVIO, non di conferma (gas_transfers.csv non porta il txid)",
